Name,Rating,Address,Reviews
Osteria Del Porto,4.3,"212 Front St, New York, NY 10038","['Cozy Italian restaurant with delicious food and great service. \n\nHad reservations here and we thought for 2 the downstairs was more of a vibe than the...', 'Extremely cozy Italian spot. We were able to get a table for two on a Friday night without any wait, and had pretty speedy and attentive service despite how...', 'A hidden Italian gem near south street seaport. My friend and I were looking for a decent lunch spot and were not thrilled with the tourist hotspots the tin...']"
Cafe Gitane,4.2,"70 Hudson Ave, Brooklyn, NY 11201","['All I can really say is wow. This experience honestly changed me. The spicy meatballs were mouthwatering with the hearty meat sauce, but the couscous blew...', ""4 stars for the charming room and wait staff\n3 stars for food overall\n0 stars for the ceviche\n\nI've been here for brunch three times. Each time it was a hot..."", 'Absolutely charming cafe/restaurant in Vinegar Hill that has couscous ($16) to die for. Infused with spices like turmeric and cumin interspersed  with...']"
Tara Kitchen - Tribeca New York,4.3,"253 Church St, New York, NY 10013","['Step into tara kitchen for a culinary fusion like no other. With a mix of Indian and Moroccan flair, this place is a flavor paradise. Big shoutout to Omar...', 'Hubby found Tara Kitchen as he was craving authentic tangine, I only know that the cooking method and that the pot is different, he was way more excited...', ""I celebrated my birthday with a group of my girlfriends at Tara's Kitchen. We all agreed it was absolutely spectacular for its wonderful food, outstanding...""]"
Cathédrale Restaurant,3.8,"112 E 11th St, New York City, NY 10003","['Came here for nyc restaurant week and got their pre-fix menu- which was $60 pp.\n\nMy highlights\n1. Milk bread was literal crack and the highlight of the...', ""The spot is an Moxy hotel, and certainly gives off the vibe of East Village plus Moxy Hotel. The food is not stellar, but it's also not bad. Everything..."", 'This place is so beautiful. The drinks were delicious. The menus are fairly priced. The food was beautifully presented and were absolutely delicious. We...']"
5ive Spice,4.3,"52 5th Ave, Brooklyn, NY 11217","['Food was delicious I got the 5ive spice pho, wings & fried spring rolls. Service was regular staff was nice. I went on a friday evening so it was pretty...', 'The food is the ultimate comfort food- flavorful with healthy flavors: mint, basil, lemongrass, etc. So delicious!\n\nCASH ONLY!!!\n\nThe workers hang back but...', ""The best pho I've tasted in a long time. I ordered the short rib pho and oh my god ... transported me to heaven! \n\nThe place is small but quite cozy! I love...""]"
Sweetwater Restaurant,4.1,"105 N 6th St, Brooklyn, NY 11249","[""Sweetwater was recommended to my by a local at Brooklyn Brewery, and I'm so glad I went on my last day here. \n\nFrom the moment I walked in, the service was..."", 'truly disappointing.\nI have not been back to Sweetwater in a few years, and was excited to return. It was a truly disappointing experience. The food was not...', 'Came here for a party of 7 on a Saturday night and got seated in the back patio area which had a very cute vibe to it.\n\nWe wanted wine that was similar to a...']"
For U,4.9,"155 3rd Ave, New York, NY 10003","['the chinese food here is so spectacularly indulgent, simple yet packing, and homey yet stimulating.\n\nthe pork belly pyramid tower was mouth watering ly...', 'Had a really great spontaneous dinner here. Food was all delicious, portion size was huge, presentation was neat & thoughtful, and service was great....', ""BIG HIT!!! Disclaimer: I'm a huge sucker for dry pepper chicken.\n\nDry pepper chicken (6/5): Again, huge sucker for dry pepper chicken. The chilis are spicy...""]"
Ippudo NY,4.1,"65 4th Ave, New York, NY 10003","['Chashu Rice - is sooooooo good when you mix it .\nOishii Karaage - is alright .\nNirvana Karaka - the soup base is very good (must try) \n\nWaiter service is...', 'I came here for a date night with my boyfriend and we both got the miso ramen and my boyfriend also ordered an Ippudo bun. He found the bun underwhelming as...', ""Most godly ramen ever in NYC. The taste is amaaazing. So bold and rich. OMG!!! You gotta go at least once! A MUST VISIT!!\n\nMy review can't do much justice...""]"
Layla,4.6,"352 Bedford Ave, New York, NY 11249","['*more 4.5 stars\n\nHad a good time checking out Layla for the first time. Cut, cozy place with a small menu with rotating or seasonal items, which I...', 'A solid 4, but if we want to get technical, the food was 4+ and the drink was a 3. \n\nWe came on a Saturday night around 7 pm (2 people) and had to wait...', ""3.5 stars.\n\nI think Layla is smart and fun and festive. The cocktails are good, they are friendly, food is above average. But if I'm going to be paying...""]"
Duckedup,4.6,"139 Ludlow St, Ludlow House, New York, NY 10002","['The duck gets 10 stars. Get that duck no matter what. Everything else is fine. The service was distractingly bad per usual at Soho Houses in America, but...', 'Find a friend with enough expendable income to be a member of Soho House and enjoy a pretty great version of Peking duck at DUCKEDUP.\n\nAs an LES resident...', 'Went here with a friend that is a Soho House member--lucky me!\n\nWe went around 8pm on a Sunday night and it was not very crowded, so we were able to be...']"
Zizi,4.3,"182 8th Ave, New York, NY 10011","[""Best meal I've had in a long time! Perfect atmosphere for date night. Delicious food! Great service! Highly recommend!! Get the skirt steak!"", 'I was staying in West Village and was looking for a place to eat for a late night meal. I ended up ordering Zizi to go. It was a cold February night - I was...', 'Atmosphere: 10/10\nSuper great, nice, and efficient waitstaff. We called for a reservation, accidentally made it for outside, and they were able to...']"
Kōbo,4.8,"202 Ave A, New York, NY 10009","[""A great new restaurant! I've been to a few of the Nai restaurants and was so happy I was able to try this new one. \n\nAmbiance: Such a beautiful vibe. It's..."", ""Notes: If you want to get full, order the Lamb Shank. The Croquettes are also pretty reasonably priced and the Burrata is excellent. Otherwise, it's a nice..."", 'Wonderful birthday meal at Kōbo on a Saturday evening.\nThey are tapas style and everything was meant to be shared. The staff was extremely friendly and made...']"
Park Avenue Tavern,4,"99 Park Ave, New York, NY 10016","['Unreal service from Hector! He was very attentive, polite and always one step ahead. Customer service was phenomenal.', 'Hot spot, steak house feel. Inside is dark, moody, high end. Outside (heated and enclosed) seating is more approachable but still very nice. If you want to...', ""I am very fond of this place for five reasons.  \n1.  It's convenient to GCT so a short hop to the train and midtown.  \n2.  The food is consistently good....""]"
Di An Di,3.9,"68 Greenpoint Ave, Ground Fl, Brooklyn, NY 11222","[""Pretty good pho. Broth, clean but flavorful. Service and Vibe were nice. If you're in BK and craving pho, this will hit the spot. \n\nFood: 8/10\nValue:..."", ""I loved Di An Di so much. I don't eat meat, so finding a solid vegetarian pho can be sort of difficult! Di An Di absolutely delivers on that. The broth was..."", ""If you're looking for traditional Vietnamese tastes in food items that aren't offered in most Vietnamese restaurants, be ready to be disappointed.\nI'll...""]"
Juliana's - Time Out Market,4.3,"55 Water St, Brooklyn, NY 11201","[""I know it's an argument as old as time- best pizza in Brooklyn? If I'm going classic it's Juliana's all day. Something a little more exotic- Paulie Gee's."", 'If you thought the pizzas at Juliana\'s flagship location were pricey, wait til you get a load of the prices at Time Out Market!\n\n$19 for an 11"" personal,...', ""Very good pizza, was happy to hear eat there. Lit crust, quick on their feet and attentive staff. You'll be happy you eat this pizza""]"
Tsuta,3.3,"22 Old Fulton St, Brooklyn, NY 11201","['Came here on a date extremely early and was able to get in during the first wave of seating. Be warned that there is usually a wait and people show up early...', ""I was looking to kill 2 birds... so, had % arabica on my list (since I couldn't detour it in Kyoto... ugh), checked out the Dumbo in my own turf. But found..."", 'This is probably one of the best meals we had while in New York. We also tried multiple Michelin Star restaurants and again, this was the best out of the...']"
L'Artusi,4.4,"228 W 10th St, New York, NY 10014","[""Amazing, I'm not one to crave Italian food but I've been craving the pasta here. \n\nWe got the Spaghetti which had green chilies that cut a little bit of the..."", 'Extremely excited when we were able to get a last minute dinner reservation here and had a great time trying different dishes. \n\nThe restaurant has two...', 'Wow. This was my most hyped place to visit on my trip to New York, and it did not disappoint. \n\nI had reservations at 2:30pm which I learned they close the...']"
Calle Dao Chelsea,4.5,"461 W 23rd St, New York, NY 10011","['Very cool place with delicious options!\n\nMy friends and I came to Calle Dao for brunch on a Saturday after being intrigued by their Cuban-Chinese cuisine....', ""We came here for Sunday brunch. It wasn't busy, but it wasn't empty either.\n\nThe staff was very attentive. \nWe dug the music. \nThe vibe in the place? Pretty..."", 'This is a very hip Cuban/ Asian fusion spot. Great for brunch with bottomless cocktails ($) with purchase of any entree. We came on a Sunday afternoon...']"
Casa Nono,4.5,"499 Myrtle Ave, Brooklyn, NY 11205","['Friendly staff, great music and nice place. The food is fresh a small but tasty menu. We love to go with my son and our dog.\n\nThey have happy hours and free...', ""Casa Nono is a chill Mexican spot to stop in and grab some drinks and apparently tacos! I didn't try the tacos but I'm willing to come back to try them..."", ""So I am a glutton for punishment.... I swear I have tried this place so many times.  It's not good, they can't get traction they are now offering a $20 all...""]"
The Standard East Village,4.8,"25 Cooper Sq, New York, NY 10003","['The service and food at the restaurant is amazing. I love the breakfast and the cocktails. While having cocktails, the manager FeFe treated us like royalty....', 'I LOVE THIS HOTEL!!!! This brand gets me and what type of hotel experience I want.  Those lips pillows are tacky AF but I just put it in the closet .  The...', 'Sean is an extraordinary guide through this exceptional experience. He transports you to alpine place so authentic you can feel the mountain air. We gave...']"
Mom's Kitchen & Bar,4.4,"701 9th Ave, New York, NY 10019","[""Amazing.... Different type of menu.\nNo reservation available.  Weekday is not so packed'.  ENJOY"", 'Great food and atmosphere. Prices vary for the area not had at all. Great service nice area.', ""Truly my favorite place in Hell's Kitchen. I have to stop by at least once when I visit the city. The food is epic, the drinks are great, the ambiance is so...""]"
Frangos Peri Peri,4.3,"182 Avenue B, New York, NY 10009","[""The service here was incredible! We felt so taken care of and they even gave us free (delicious) fries !! So perfectly seasoned! But let's talk about the..."", ""Frangos Peri Peri is a mini Portuguese chain specializing in said African-Portuguese dish. The most well known chain for this spot is Nando's with a few in..."", ""Excellent peri peri! Absolutely on point! I haven't had peri peri this good in years... and I've been searching. Everything was so good. The chicken was...""]"
Bird Dog,4.5,"525 Hudson St, New York, NY 10014","['Great service and pasta. Went for happy hour. Pasta was great, hush puppies great and the art was the cherry on top', ""Phenomenal experience. The person serving us name was Chris and he is the brother of the chef or the owner. He's absolutely great, helped. Recommend some..."", ""My friends and I have been sharing way too much food reels from IG and decided that it's time to go to New York for our foodies tour. One of them has been...""]"
Supper,3.9,"156 E 2nd St, New York, NY 10009","[""I was at Supper for a friend's birthday. We made a reservation for 7 people, and the check-in process was very seamless. As soon as we arrived, they showed..."", ""This has been on my list to try. I'm not sure what took so long. It is cash only! There is an ATM at the premise. \n\nWe really liked the starter! I've only..."", ""Supper has been my favorite Italian for years. My first dining experience there was back in 2003 and I instantly fell head over heels. I don't often have...""]"
Madame Vo,4,"212 E 10th St, New York, NY 10003","[""4.5 star experience. I went with my girlfriend and roommate because I've been on a Vietnamese food kick after coming back from LA and this place absolutely..."", 'The food was okay. It was nothing extraordinary about it. The bun Bo hue lacked flavor unfortunately. I have watched Madame Vo on YouTube and I wanted to...', 'Have had pho all over - this was weak and salty - and the broth was greasy. \n\nHyped beyond belief']"
Gitano Island,3.3,"125 Carder Rd, New York, NY 10004","['I really enjoyed this place the whole island is quaint colorful people also the service was excellent', ""Positives: Good ambiance, instagrammable.Would be a really fun place to grab a drink and take pictures with friends. \n\nNegatives: If you're coming for good..."", ""I love the namesake beach club in Tulum and hoped for nothing but the best. Our group took the ferry to Governor's Island in early July with high hopes. My...""]"
JeJu Noodle Bar,4.2,"679 Greenwich St, New York, NY 10014","['POV: You come here for the incredibly good value 1-Michelin Star Korean soup noodles; you end up splurging on everything else.\n\n1. JEJU FRIED CHICKEN (3pc...', 'Came to Jeju Noodle bar after snagging a reservation on resy after having notify on. The menu was a hit. The interior has high ceilings and beautiful...', 'I was expecting to be blown away from this place given the wait and the prices but it honestly was just, not bad. We sat after a 1 hour wait for a seat for...']"
Huda,4.6,"312 Leonard St, Brooklyn, NY 11211","['Came in for late Friday night dinner with my honey. Bright & bouncy dining room but tables full!  no worries - grabbed 2 stools at the bar & off we went!...', ""Is this worth a schlep to BK if you live in Manhattan? Probably not. \n\nBut if you don't mind a field trip or just happen to be in the area, Huda is a better..."", ""One of the best Mediterranean meals I've had in Brooklyn this year.\n\nWe started with the cucumber salad with yogurt and the famous Lebanese dish batata...""]"
The Grey Dog - Union Square,3.9,"90 University Pl, New York, NY 10003","['Whenever I am in the city and not sure where to go, I end up at a Grey Dog. This place is very welcoming from the wonderful staff to the whole feel of the...', 'I came by on a beautiful afternoon for happy hour outside. The staff is super welcoming and prompt. The drinks were strong and the ambiance is cozy. We...', ""I haven't been here for years, and I am happy. This place is still in existence. As a hungry vegetarian, I am very pleased with the food and the options for...""]"
Java Indonesian Restaurant,4,"455 7th Ave, Brooklyn, NY 11215","[""Always hard to find an Indo restaurant when we travel, but found this one in Brooklyn and couldn't wait. We took the subway from Manhattan and thereafter,..."", ""I've never tried Indonesian food before. After reading all the great reviews on Yelp about this place and it's authenticity, I decided to give it a try...."", 'My partner is Indonesian, and she believes this is the most AUTHENTIC Indo food she has found in America. That should be pretty much all you need to...']"
Izakaya Juraku,4.4,"121 Ludlow St, New York, NY 10002","['Stumbled into this place with a friend completely on accident because our reservation at Sixty Three Clinton got nixed due to a burst pipe. Figured I needed...', 'I had a reservation on a weekday night and was\nseated right away. The space is pretty small so I imagine it would be busier on the weekends. \n\nI got chicken...', ""We found Izakaya Juraku after a visit to the Tenement Museum...it's around the corner. A few of us are going to Tokyo and Osaka next month and we decided we...""]"
The Rusty Face,4.5,"188 Grand St, Brooklyn, NY 11211","['Cute restaurant with pretty vibes and great dishes. Get a seat by the window it opens up so you get that outdoor breeze .\n\nWe loved the zucchini tower and...', 'The food here is really underwhelming, especially considering the price and portions. I love getting dips with pita, and their almond and feta dips were...', 'Had a great experience here. Staff was super friendly, helpful, and patient. Food was amazing. Drinks were good and overall vibe was great. \n\nDrinks-...']"
Rice Kitchen,4.7,"204 Spring St, New York, NY 10012","['I was starving and was looking for a quick fix that would satisfy my hunger. Thankfully, I stumbled on this place and decided to check them out. Their menu...', 'tofu bites (mushroom, spicy pork, bulgogi, and k chicken): the flavors were soo soo good. each bite was filled with so much flavor from the meat, the...', 'For the portion, $12 for 4 tofu bites loaded with hearty toppings is pretty reasonable in this economy. However, the flavors and seasonings were very...']"
Sun Hing Lung Co,4.5,"58 Henry St, New York, NY 10002","['This place is hands down one of the best places to eat at in Chinatown. If you are ever in Chinatown, come down here for a quick bite. There is no seating...', 'There are so many steamed rice rolls places in Chinatown. The question is always which one to eat? We stumbled on this cute stall and I love that you can...', 'Prices were so cheap. Turn around time was pretty quick as well. Less than 5 minutes. \n\nHighly recommend the Chinese sausage and mixed vegetable. I wonder...']"
Calyer,4.6,"519 Myrtle Ave, Brooklyn, NY 11205","[""So I'm reviewing breakfast spots that I think are good and while this spot isn't in Queens .. I'm actually a Brooklyn girl living in Queens .. the spot is..."", 'I popped in for coffee and they were out of cold brew so the cashier recommended an iced americano. After tasting it, I brought it back to the counter...', ""Yummy sandwiches. Very busy and quick turnover, so if there's not a place to sit and eat when you arrive, there probably will be once you get your food.""]"
Red Hook Food,4.8,"603 Clinton St, Brooklyn, NY 11231","['Okay, like most of the patrons on line for the Ock sandwiches,  social media influenced me,  lol.\nParking was tight in the area, but I was lucky to find a...', 'SERVICE: 5/5 \nperson helping us was v friendlyy!!\n\nFOOD: 5/5\na lot of ppl have told me to come here & get the ocky way. so I got a bacon, egg, cheese,...', ""WOW!  What a great experience.  My son follows the guys at Red Hook on social media and recommended we go on our last visit to NY.  I wasn't overly...""]"
Peri Peri Grill House,4.5,"235 Malcolm X Blvd, Brooklyn, NY 11233","['Peri Peri Grill House is a hidden gem in Brooklyn that offers mouthwatering, flavorful chicken dishes. The moment I took my first bite, I was blown away by...', '3.5 stars\n\nThe food here is halal but the menu is limited. Just peri peri chicken and sandwiches/wrap wirh the same peri peri meat. They do have veggie and...', ""I must have gotten the wrong thing. My meal wasn't that great -- I got the chicken wrap with hot sauce and the fries with seasoning on it.\n\nThe wrap tasted...""]"
Chow House,4.4,"181 Bleecker St, New York, NY 10012","['Place is a bit small but the food is definitely authentic and delicious. Advice is to be there with everyone on time. \n\nHere for a birthday celebration and...', 'Took daughter and her six (!) friends out for dinner last night. Chow House takes reservations (one of few Chinese restaurants that do), so given the party...', 'After Church, My Chinese friend who wanted to take me and another member of the church out to explore of Chinese food. She picked Chow  House to be the...']"
The Consulate - Midtown,4.3,"44 W 56th St, New York, NY 10019","[""Date: Wednesday, January 10th, 2024\nTime: around 11:30am\nParty of: 3\nWhat: Drinks\n\nMy group took a redeye into NYC and the hotel wasn't ready for us to..."", 'I came here with a group of girlfriends for restaurant week dinner. \n\nService was overall great. Our server, in particular, talked a good game, especially...', 'Came here for restaurant week! \n\nThe entrance stairs are super pretty and has a fancy vibe to the whole place while not being stuck up - so fancy but...']"
Sanuki Udon,3.8,"31 W 4th St, New York, NY 10012","[""Was really excited to try this place since I've loved self serve udon places in other cities. The udon and tempura items here are good and very fast. I also..."", 'The noodles themself are definitely a the best thing here, but the rest of the menu could use some fine-tuning. It might be worth considering bringing in a...', ""Honestly very mid - this definitely caters to the college crowd which I guess was the point. There's seating in the back, and it gets extremely extremely...""]"
Pearl Street Raw Bar & Restaurant ,4.6,"147 Front St, Brooklyn, NY 11201","[""Pearl Street offers raw bar items as well as chef-inspired 'snacks' - they only have counter seating available, and you can also reserve for a chef's..."", ""2nd time back here, first time we came here it was still only tasting menu allowed and it was genuinely amazing. This time it's a little different, here is..."", 'Wow. Stunning experience. Unique and laid-back atmosphere, probably the nicest fine dining in this area. Finally, we felt that this is a spot that warrants...']"
Ajisai on Duane,4.5,"183 Duane St, New York, NY 10013","[""Toro sushi had a bone in it. Of all the sushi we had, that's the one. You must try harder. Fish was mediocre. In today's competition there's a lot of room..."", ""This place is amazing! I stopped in here for an early dinner tonight for the first time and the food was amazing. \n\nI'd highly recommend this spot to..."", 'I stopped by Ajisai on Duane this evening for a high quality, yet not too formal, solo dinner. The exterior is unassuming, but the interior is quite...']"
Burger & Lobster - Flatiron NYC,4.2,"39 W 19th St, New York, NY 10011","[""PACK YOUR BAGS, KIDS! WE'RE GOING TO MIDTOWN!\nYeah as in MID.\nJust trying to get away from the mediocrity that is my life, I try and treat myself to an..."", ""So glad to come back after all these years and to see that this place still has amazing food and service ! \n\nI came on a Friday night and it wasn't packed..."", 'Big fans of the Burger & Lobster in Times Square (TSQ). My husband and I had visited that location many times while living in NYC, pre-pandemic, as a...']"
Shukette,4.5,"230 9th Ave, New York, NY 10001","['WOW! We loved absolutely everything and it did live up to the hype. Our server Fabricio was so helpful and friendly. We may have ordered too much for two...', 'everything was out of this world with flavor. The food came out as it was ready. We had the the hummus and feta dips with the pita and the flaxseed crackers...', ""wasn't sure what to expect as my friend picked this spot for dinner but it really surprised me! the food was delicious, prices were fair (for a decent place...""]"
Carmine's Italian Restaurant - Times Square,4,"200 W 44th St, New York, NY 10036","['Food was good. Lasagna was great, calamari was good. The lemon drop was delicious and the focaccia is also delicious. The portions are huge so beware. Our...', 'Meu penne a lá vodka e muito melhor!\nSó tem nome....a comida não tem nada de mais!Alem de esperar mais de uma. Hora na fila!', 'The Carmines restaurant was amazing. The food was so tender and cooked in a way thats not to overwhelming or underwhelming. It just had the perfect blend of...']"
Eyval,4.4,"25 Bogart St, Brooklyn, NY 11206","[""I love Persian cuisine, but I think it's still underexplored compared to many of the other cuisines dominating New York's culinary landscape. Eyval..."", 'I rarely write reviews anymore, but just got home from dinner here and had to write a quick one.\n\nAs an Iranian who grew up in California, I was exposed to...', ""wow wow!! i've been dying to try this place for so long and was so happy to finally snag a reservation!\nKomjac bread & barbari bread - honestly it's bread...""]"
Fulton Fish,4.3,"96 South St, New York, NY 10038","[""Had a meal to remember at [Restaurant Name], and here's the rundown:\n\nOysters: 5 stars\nPure oceanic delight. The oysters here are so fresh! We went with the..."", 'Came back again yesterday. Oyster selection was unimpressive Cheeboktook and Village Bay were quite good but the other 4 left much to be desired. It was...', 'The Tin Building is beautiful in and of itself and the fulton fish bar is absolutely stunning as well. There are some table options but we sat at the bar...']"
Zou Zou’s,4.1,"385 9th Ave, Ste 85, New York, NY 10001","[""Wow!  I literally could not praise Zou Zou's enough, and, after my visit, I completely understood why it was always so challenging to secure a reservation..."", ""Zou Zou's has a great vibe when walk through the wooden doors. It was dimly lit at the front, but it set a nice relaxed tone. The restaurant had an option..."", ""Came for dinner as a group of 4 and did the 5 course chef's menu ($74/person). You get each dish on the menu, portioned for the size of your group. The...""]"
Lingo,4.6,"27 Greenpoint Ave, Brooklyn, NY 11222","['Returned for brunch.\nSo, much fun! Such a lovely ambiance in the backyard! \nWe had the kiwi spritz, a delicious iced coffee with foamed oat milk.\nThe potato...', ""Having had Lingo bookmarked from the week it opened, I'm more proud of myself than anything else for finally making it over there. Japanese American always..."", 'Wish I could give it 4.5 stars!^\n\nCalled at 12pm and was able to get a 2pm resy for three on a drizzling and gloomy Saturday afternoon and made it just in...']"
Lil Chef Mama,4.5,"27 Cliff St, New York, NY 10038","['Hidden treasure alert!! HIDDEN TREASURE ALERT!!!!!!! I find myself in the South Street Seaport Area so infrequently, I would have NO idea where to go for a...', ""We came in for a post-work nosh with a group of 6. We arrived at 5:30pm, which is opening time, so we didn't have any wait and had the place to ourselves..."", ""Honestly decent Thai food, but isn't worth going out of the way for. It's not the most conveniently located place if you aren't already in FiDi. Very easy...""]"
Radio Kwara,4.8,"291 Greene Ave, Brooklyn, NY 11238","['We live next door and have been keen to try. We booked an early Friday dinner and it exceeded our already high expectations. Every dish was flavorful and...', ""Came here for dinner on a Friday night at 6:30 with three other people. We were the first people there so we're a bit worried, but the place soon filled up..."", ""Obsessed with this place. The food was amazing and filling, the waiter was so lovely, and it really does feel like a dinner at home. Love also that it's...""]"
Carmine's Italian Restaurant - Times Square,4,"200 W 44th St, New York, NY 10036","['Food was good. Lasagna was great, calamari was good. The lemon drop was delicious and the focaccia is also delicious. The portions are huge so beware. Our...', 'Meu penne a lá vodka e muito melhor!\nSó tem nome....a comida não tem nada de mais!Alem de esperar mais de uma. Hora na fila!', 'The Carmines restaurant was amazing. The food was so tender and cooked in a way thats not to overwhelming or underwhelming. It just had the perfect blend of...']"
Eyval,4.4,"25 Bogart St, Brooklyn, NY 11206","[""I love Persian cuisine, but I think it's still underexplored compared to many of the other cuisines dominating New York's culinary landscape. Eyval..."", 'I rarely write reviews anymore, but just got home from dinner here and had to write a quick one.\n\nAs an Iranian who grew up in California, I was exposed to...', ""wow wow!! i've been dying to try this place for so long and was so happy to finally snag a reservation!\nKomjac bread & barbari bread - honestly it's bread...""]"
Fulton Fish,4.3,"96 South St, New York, NY 10038","[""Had a meal to remember at [Restaurant Name], and here's the rundown:\n\nOysters: 5 stars\nPure oceanic delight. The oysters here are so fresh! We went with the..."", 'Came back again yesterday. Oyster selection was unimpressive Cheeboktook and Village Bay were quite good but the other 4 left much to be desired. It was...', 'The Tin Building is beautiful in and of itself and the fulton fish bar is absolutely stunning as well. There are some table options but we sat at the bar...']"
Zou Zou’s,4.1,"385 9th Ave, Ste 85, New York, NY 10001","[""Wow!  I literally could not praise Zou Zou's enough, and, after my visit, I completely understood why it was always so challenging to secure a reservation..."", ""Zou Zou's has a great vibe when walk through the wooden doors. It was dimly lit at the front, but it set a nice relaxed tone. The restaurant had an option..."", ""Came for dinner as a group of 4 and did the 5 course chef's menu ($74/person). You get each dish on the menu, portioned for the size of your group. The...""]"
Lingo,4.6,"27 Greenpoint Ave, Brooklyn, NY 11222","['Returned for brunch.\nSo, much fun! Such a lovely ambiance in the backyard! \nWe had the kiwi spritz, a delicious iced coffee with foamed oat milk.\nThe potato...', ""Having had Lingo bookmarked from the week it opened, I'm more proud of myself than anything else for finally making it over there. Japanese American always..."", 'Wish I could give it 4.5 stars!^\n\nCalled at 12pm and was able to get a 2pm resy for three on a drizzling and gloomy Saturday afternoon and made it just in...']"
Lil Chef Mama,4.5,"27 Cliff St, New York, NY 10038","['Hidden treasure alert!! HIDDEN TREASURE ALERT!!!!!!! I find myself in the South Street Seaport Area so infrequently, I would have NO idea where to go for a...', ""We came in for a post-work nosh with a group of 6. We arrived at 5:30pm, which is opening time, so we didn't have any wait and had the place to ourselves..."", ""Honestly decent Thai food, but isn't worth going out of the way for. It's not the most conveniently located place if you aren't already in FiDi. Very easy...""]"
Laser Wolf,4.4,"97 Wyth Ave, Brooklyn, NY 11249","['So good! Came here for a birthday celebration.\n\nThis place is so hard to get a reservation so I finally organized in advance with my resy alert and scored a...', 'I was bookmarking must-go places for dinner in Brooklyn and Laser Wolf was not only one of them, it was the restaurant atop the Hoxton Hotel, which is where...', ""One of my fav meals of 2024 so far!! We were seated at the counter, which i wouldn't recommend. I'd try to get a table reservation, and even better if it's...""]"
Gazab,4.4,"179 Essex St, New York, NY 10002","[""Not your typical traditional Indian restaurant. The food here is very unique and creative.\n\nWe started with the Bokchoy Chaat. I'm a big fan of Samosa Chaat..."", ""My friends and I met up here for dinner after I had seen numerous Tiktoks about the lemon chicken and the biryani. Modern Indian food? I'm pretty much..."", 'Have been wanting to try this place for a while. A bit tiny so def make a reservation to ensure you get a spot.\n\npani puri -very yummy wish the portion was...']"
Boucherie West Village,4.5,"99 7th Ave S, New York, NY 10014","['This place is the absolute best! Our waiter, Sorin, was the absolute best. We started with some delicious cheese and charcuterie and I had the steak frites....', 'Service was great, restaurant is beautiful. The French onion soup is a MUST GET!!! Looking forward to coming back to try more from the menu.', 'Amazing meal! Sorin was our server, he provided great recommendations and we had a delicious meat and cheese charcuterie appetizer. After, we split the...']"
Traif,4.4,"229 S 4th St, Brooklyn, NY 11211","[""Excellent food and service.  Enjoyed the variety of dishes with amazing flavors. This is the second time that I've ate here. So good."", 'Fav spot, intimate and everything is good. Try it ALL Grab a reservation, it gets full quickly', ""Decided to give Traif a try for a belated Valentine's Day date night with my partner, and we were both thoroughly pleased with the food, drinks, service,...""]"
Landhaus,4,"3-99 New Dock St, New York, NY 11201","['Landhaus\nNY BK DUMBO\n3pm Sunday 8th May 2016\nFour Stars\n\nAfter a couple hours of Rock climbing at DUMBO Boulders, we got hungry and checked out the food...']"
Buvette,4,"42 Grove St, New York, NY 10014","['Very Parisian for not being in Paris, such a quintessential little atmosphere. In regard to the food, brunch is the way to go, however the evening ambiance...', ""Très adorable ;)\n\nShowed up at noon on a rainy Saturday, and they immediately had tables ready for 2 people with no wait! Amazing. I didn't love the table..."", 'Neat little cafe tucked away in Greenwich Village, just around the corner from the ""Friends"" apartment.  We were not hungry, but I had always wanted to try...']"
Greywind,4.1,"451 10th Ave, New York, NY 10018","[""It's a good spot out there in the Hudson yards desert .\nVery nice set up of a restaurant with different pockets of dining options ,so somehow you can the..."", ""Another upscale restaurant for dinner in Hudson yard. It's a prefect place for a date night that's not in the heart of Hudson yard not too crowded. The high..."", 'Phenomenal restaurant in Hudson Yards. Finally came after walking past many times, and needless to say the experience was not disappointing. I even dressed...']"
5ive Spice,4.3,"363 3rd Ave, New York, NY 10016","['I used to go to the Nolita location on off hours occasionally. After my 1.5 year hiatus from nyc I learned there is a Gramercy location now. I desperately...', ""I was craving Vietnamese food and decided to stop by 5ive Spice for lunch. Upon entering, I was struck by the restaurant's beautiful decor. The host greeted..."", ""A little westernized for Vietnamese food but the quality is consistent. There's multiple locations scattered in nyc! \n\nMy go to is the pho rib. The meat...""]"
WarrenPeace,4.7,"77 Warren St, New York, NY 10007","[""It's a very cool spot!  Stumbled upon this place after checking out a local spot for drinks with a friend and so glad we checked it out.  The food was..."", 'This spot is adorable.\nGot seated immediately at 5:00 on a Monday. No happy hour and the prices seemed normal for NY.\nIt had major speakeasy feels with some...', 'Food: Did not try - cannot speak on it, but from what I saw everyone else really seemed to be enjoying their food. As for drinks, my drink was so good. It...']"
Berimbau Brazilian Kitchen - West Village,4.5,"43 Carmine St, New York, NY 10014","['Berimbau is one of my favorite restaurants in the city. Their service and ambience is impeccable and their dishes are largely inspired. Their stroganoffs...', 'Food: 5/5 | Service: 5/5 | Experience: 5/5\n\nI made a reservation for 2, and we were immediately seated. This is a more intimate setting with tables not too...', ""Came here on a Sunday afternoon and we were seated with no wait in the heated backyard area. It's cute there with natural light - they use portable heaters...""]"
